company	title	job	detail_text	detail_img	detail	etc_info	company_info	url
㈜드림시스	[드림시스] JAVA 기반 경력 개발자 채용	['자동화시스템', 'SW', '경력직', '개발자']	" 
"	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1501067']	모집분야   자동화시스템 SW 경력직 개발자   모집인원   ○○명   고용형태   정규직   (수습 3개월)   급여   회사 내규에 따름   근무시간   근무지주소   서울 서초구 바우뫼로 147 (양재동, 스카이뷰빌딩) 드림시스   인근지하철   주5일(월~금)   10:00 ~ 19:00   탄력근무제	경력3년↑, 초대졸↑, 서울 서초구, 정규직	{'basic_info': {'산업': '솔루션·SI·CRM·ERP', '사원수': '46명 | ', '기업구분': '벤처기업', '설립일': '2010.04.05 | (17년차)', '자본금': '5,000만원 | ', '매출액': '70억 | ', '대표자': '이광호', '대졸초임': '3,000만원', '주요사업': '반도체&LCD 분야 소프트웨어 및 미들웨어 개발', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.drimsys.com', '주소': '서울 서초구 바우뫼로 147 (양재동, 스카이뷰빌딩) 3, 4층'}, 'financial': {'매출액': {'current_value': '73억 8백만원'}, '영업이익': {'current_value': '7억 5,419만원'}, '당기순이익': {'current_value': '7억 6,568만원'}, '산업 내 위치': {'current_value': None}, '기업등급': {'current_value': None}, '총자산 증가율': {'current_value': '54억 9천만원'}, '동종업계 순위': {'current_value': None}}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험', '퇴직연금', '상해보험'], '휴무·휴가·행사': ['주5일제', '연차제도', '리프레시 휴가', '노동절 휴무', '창립일 행사'], '사내시설': ['기숙사 지원'], '편의·여가·건강': ['건강검진']}, 'location': {'address': '서울 서초구 바우뫼로 147 (양재동, 스카이뷰빌딩) 3, 4층', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%e3%88%9c%eb%93%9c%eb%a6%bc%ec%8b%9c%ec%8a%a4&lat=37.4827931361458&lng=127.041807759998'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49282222
프리모리스엔젯리미티드(IKC)	[IT Solution] 컨설턴트/엔지니어 채용 (경력 5년 이상)	['ITSolution', '컨설턴트/엔지니어']	  	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1642697']	모집분야   ITSolution 컨설턴트/엔지니어   모집인원   ○명   고용형태   정규직   (수습 6개월)   급여   연봉 3,600만원 이상 (면접 후 결정)   근무시간   근무지주소   서울 강남구 테헤란로27길 16 (역삼동, BMY역삼타워) 6층   인근지하철   주5일(월~금)   09:00 ~ 18:00	경력5년↑, 대졸↑, 서울 강남구, 정규직, 3,600만원 이상	{'basic_info': {'산업': 'IT컨설팅', '사원수': '50명 | ', '기업구분': '외국계(외국 법인기타)', '설립일': '2013 | (14년차)', '대표자': 'CHUNG CHUL', '주요사업': 'IT 컨설팅', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.ikconsulting.com', '주소': '서울특별시 강남구 테헤란로27길 16 BMY역삼타워 6층'}, 'financial': {}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험'], '휴무·휴가·행사': ['주5일제', '연차제도', '경조휴가', '반차제도', '육아휴직', '노동절 휴무'], '보상·수당·지원': ['경조금', '자기개발 지원', '야간교통비 지급', '도서 구입비 지원', '복리후생 지원'], '사내시설': ['휴식공간']}, 'location': {'address': '서울특별시 강남구 테헤란로27길 16 BMY역삼타워 6층'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49282012
㈜밀버스	솔루션 개발자(경력 3년) 모집	['솔루션', '개발자']	                         MILVUS에 대해 알아가요!    ㆍ밀버스 채용홈페이지에 접속하여 MILVUS에 대해 알아가세요!     기타사항    ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.    ㆍ본 공고는 서류합격자에 한해 수시로 면접이 진행되며, 채용 기간 중에 인력 채용이 완료되면 조기 마감될 수 있습니다.    ㆍMILVUS는 클라이언트사의 데이터 분석을 통해 유효한 마케팅 전략을 수립하고 직접 운영하고 있는 회사입니다.    ㆍ모든 합격자는 정규직 채용 전 컬쳐핏 매칭기간(2~3개월 계약직)이 있으며, 업무적격성 및 태도 등을         평가하여 채용을 확정합니다. (급여 100%)    ㆍ숫자와 전반적인 트렌드, 클라이언트의 다양한 환경 등을 이해하고 종합할 수 있는 분석 및 기획력을 갖춘 열정있는 인재        (솔루션 개발자)를 원합니다. 	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1698611']	모집분야   솔루션 개발자   모집인원   ○명   고용형태   정규직   (수습 3개월)   ,    계약직   (근무기간 3개월, 정규직 전환 가능)   직급/직책      급여   회사 내규에 따름 (면접 후 결정)   근무시간   근무지주소   서울 강남구 영동대로106길 23 (삼성동, 중앙빌딩) 4층   인근지하철   주5일(월~금)   09:00 ~ 18:00	경력3년↑, 대졸↑, 서울 강남구, 정규직 외	{'basic_info': {'산업': 'IT컨설팅', '사원수': '80명 | ', '기업구분': '중소기업', '설립일': '2009.10.20 | (18년차)', '대표자': '홍관영', '주요사업': 'Salesforce/Tableau/CRM 마케팅 전문회사', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.milvus.co.kr', '주소': '서울 강남구 영동대로106길 23 (삼성동, 중앙빌딩) 4층'}, 'financial': {}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험'], '휴무·휴가·행사': ['주5일제', '패밀리데이'], '보상·수당·지원': ['퇴직금', '경조금', '자격증 수당', '명절선물/명절상여', '도서 구입비 지원'], '사내제도·성장': ['수평적 문화', '자율복장'], '사내시설': ['카페테리아', '탕비실'], '편의·여가·건강': ['사내 동호회', '음료/간식 제공']}, 'location': {'address': '서울 강남구 영동대로106길 23 (삼성동, 중앙빌딩) 4층', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%e3%88%9c%eb%b0%80%eb%b2%84%ec%8a%a4&lat=37.5138956382892&lng=127.062902469614'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49281838
대한상공회의소	[대한상공회의소] 취업연계 첨단기술 교육생 모집(반도체/AI/응용SW/로봇/스마트제조/IoT)	['홈페이지', '지원']	                                   	['https://file1.jobkorea.co.kr/Mng/2026/5/kccihrd03_0520_02.png']	모집분야   홈페이지 지원   모집인원   ○○명   고용형태   연수생/교육생      급여   회사 내규에 따름 (면접 후 결정)   근무지주소   서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단   인근지하철	신입·경력, 학력무관, 서울, 연수생/교육생	{'basic_info': {'산업': '일반 서적 출판업', '사원수': '200명 | (2013.12.31)', '기업구분': '비영리법인', '설립일': '1981.12.29 | (46년차)', '자본금': '985억 4천만원 | (2025.12.31)', '매출액': '1,295억 8천만원 | (2025.12.31)', '대표자': '최태원', '대졸초임': '3,465만원', '주요사업': '출판,광고/공제,소프트웨어,위탁교육훈련,유통정보 용역,사업 지원', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.korcham.net', '주소': '서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단'}, 'financial': {'매출액': {'current_value': '1,295억 8천만원'}, '영업이익': {'current_value': '9억 1,738만원'}, '당기순이익': {'current_value': '12억 7천만원'}, '산업 내 위치': {'current_value': None}, '기업등급': {'current_value': None}, '총자산 증가율': {'current_value': '2,029억 5천만원'}, '동종업계 순위': {'current_value': None}}, 'history': [{'year': '1981', 'month': '12', 'events': ['회사설립']}], 'employment': {'recruitments': []}, 'benefits': {}, 'location': {'address': '서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%eb%8c%80%ed%95%9c%ec%83%81%ea%b3%b5%ed%9a%8c%ec%9d%98%ec%86%8c&lat=37.560721133959&lng=126.973781113819'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49281760
대한상공회의소	[대한상공회의소] 취업연계 첨단기술 교육생 모집(반도체/AI/응용SW/로봇/스마트제조/IoT)	['홈페이지', '지원']	                                  	['https://file1.jobkorea.co.kr/Mng/2026/6/kccihrd03_0608_01.png']	모집분야   홈페이지 지원   모집인원   ○○명   고용형태   연수생/교육생      급여   회사 내규에 따름 (면접 후 결정)   근무지주소   서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단   인근지하철	신입·경력, 학력무관, 서울, 연수생/교육생	{'basic_info': {'산업': '일반 서적 출판업', '사원수': '200명 | (2013.12.31)', '기업구분': '비영리법인', '설립일': '1981.12.29 | (46년차)', '자본금': '985억 4천만원 | (2025.12.31)', '매출액': '1,295억 8천만원 | (2025.12.31)', '대표자': '최태원', '대졸초임': '3,465만원', '주요사업': '출판,광고/공제,소프트웨어,위탁교육훈련,유통정보 용역,사업 지원', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.korcham.net', '주소': '서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단'}, 'financial': {'매출액': {'current_value': '1,295억 8천만원'}, '영업이익': {'current_value': '9억 1,738만원'}, '당기순이익': {'current_value': '12억 7천만원'}, '산업 내 위치': {'current_value': None}, '기업등급': {'current_value': None}, '총자산 증가율': {'current_value': '2,029억 5천만원'}, '동종업계 순위': {'current_value': None}}, 'history': [{'year': '1981', 'month': '12', 'events': ['회사설립']}], 'employment': {'recruitments': []}, 'benefits': {}, 'location': {'address': '서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%eb%8c%80%ed%95%9c%ec%83%81%ea%b3%b5%ed%9a%8c%ec%9d%98%ec%86%8c&lat=37.560721133959&lng=126.973781113819'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49281728
대한상공회의소	[대한상공회의소] 취업연계 첨단기술 교육생 모집(반도체/AI/응용SW/로봇/스마트제조/IoT)	['홈페이지', '지원']	                                   	['https://file1.jobkorea.co.kr/Mng/2026/5/kccihrd03_0520_02.png']	모집분야   홈페이지 지원   모집인원   ○○명   고용형태   연수생/교육생      급여   회사 내규에 따름 (면접 후 결정)   근무지주소   서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단   인근지하철	신입·경력, 학력무관, 서울, 연수생/교육생	{'basic_info': {'산업': '일반 서적 출판업', '사원수': '200명 | (2013.12.31)', '기업구분': '비영리법인', '설립일': '1981.12.29 | (46년차)', '자본금': '985억 4천만원 | (2025.12.31)', '매출액': '1,295억 8천만원 | (2025.12.31)', '대표자': '최태원', '대졸초임': '3,465만원', '주요사업': '출판,광고/공제,소프트웨어,위탁교육훈련,유통정보 용역,사업 지원', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.korcham.net', '주소': '서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단'}, 'financial': {'매출액': {'current_value': '1,295억 8천만원'}, '영업이익': {'current_value': '9억 1,738만원'}, '당기순이익': {'current_value': '12억 7천만원'}, '산업 내 위치': {'current_value': None}, '기업등급': {'current_value': None}, '총자산 증가율': {'current_value': '2,029억 5천만원'}, '동종업계 순위': {'current_value': None}}, 'history': [{'year': '1981', 'month': '12', 'events': ['회사설립']}], 'employment': {'recruitments': []}, 'benefits': {}, 'location': {'address': '서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 17층 인력개발사업단', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%eb%8c%80%ed%95%9c%ec%83%81%ea%b3%b5%ed%9a%8c%ec%9d%98%ec%86%8c&lat=37.560721133959&lng=126.973781113819'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49280279
매드업	[개발 본부] 백엔드 개발자 채용	['백엔드', '개발자']	"

 "	['https://s3.ap-northeast-2.amazonaws.com/recruit.madup.com/2026_dev_backend_260604.png']	모집분야   백엔드 개발자   모집인원   ○명   고용형태   정규직   (수습 3개월)   ,    병역특례   (전문연구요원)   급여   회사 내규에 따름 (면접 후 결정)   근무시간   근무지주소   서울 강남구 강남대로94길 10 (역삼동) 케이스퀘어강남 9층   인근지하철   주5일(월~금)   09:00 ~ 18:00   탄력근무제	경력1년↑, 대졸↑, 서울 강남구, 정규직 외	{'company_name': '매드업', 'founded': '설립 10년차', 'employee_count': '500명', 'company_type': '중소기업', 'revenue': '311억 5천만원', 'reasons_to_join': [], 'history': [{'year': '앱스플라이어 국내 최초 공식파트너 에이전시 유일 선정', 'events': []}, {'year': '예비 유니콘 기업 선정', 'events': []}, {'year': '카카오 KPP 파트너사 선정네이버 검색광고 파트너사 선정', 'events': []}, {'year': '메타에이전시 퍼스트어워즈,‘퍼포먼스 히어로’, ‘솔루션 히어로’ 부문총 3관왕\r\n                                수상 (2023년)', 'events': []}, {'year': '프리시리즈C-2 투자 유치(기업가치 2,550억 원 인정)', 'events': []}, {'year': '장기 고객사 중 30%가유니콘 진입에 성공', 'events': []}], 'benefits': [], 'talents': [], 'recruit_process': [{'step': '', 'name': ''}, {'step': '', 'name': ''}, {'step': '', 'name': ''}, {'step': '', 'name': ''}, {'step': '', 'name': ''}, {'step': '', 'name': ''}, {'step': '', 'name': ''}, {'step': '', 'name': ''}, {'step': '', 'name': ''}], 'jobs': [], 'address': '서울시 서초구 서초대로 74길 4 삼성생명서초타워 20층', 'website': 'www.madup.com', 'phone': '1522-1060'}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49281648
피피에스㈜	미들웨어 개발자 모집[ESB 경력 2년 이상]	['미들웨어', '개발자', '모집']	"




피피에스㈜


미들웨어 개발자 모집 [ESB 경력 2년 이상 / Open api gateway]




피피에스㈜는 2016년에 설립된 회사로 자본금 5,000만원, 매출액 24억, 사원수 25명 규모의 중소기업입니다. 서울 광진구 자양로 131 (자양동, K&S빌딩)에 위치하고 있으며, Big Data, Smart City, Smart Factory, 4차산업 전문회사사업을 하고 있습니다.







포지션 및 자격요건







미들웨어 개발자 채용 ( ○명 ) 



지원자격ㆍ경력 : ESB 경력 2년 이상     ㆍ스킬 :  미들웨어 환경 구축, 운영 및 기술지원 엔지니어                    Java 기초 지식 및 Unix, Linux에대한 사용 경험 Web Application환경에 대한 경험우대사항      ㆍ관련 자격증 보유자      ㆍ정보처리기사 또는 정보처리 산업기사 자격 보유 필수      ㆍ운전면허 소지자      ㆍ유관업무 경력자ㆍ전공 : 컴퓨터/시스템공학, 공학계열ㆍ엑셀 고급능력자, PPT능력 우수자, 컴퓨터활용능력 우수, 해당직무 근무경험

















전형절차
ㆍ서류전형 > 1차면접 > 임원면접 > 최종합격
ㆍ면접일정은 추후 통보됩니다.













유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.









"	[]	모집분야   미들웨어 개발자 모집   모집인원   ○명   고용형태   정규직   (수습 3개월)   급여   회사 내규에 따름 (면접 후 결정)   근무시간   근무지주소   서울 광진구 자양로 131 (자양동, K&S빌딩) 4층   인근지하철   주5일(월~금)   09:00 ~ 18:00   탄력근무제	경력2년↑, 초대졸↑, 서울 광진구, 정규직	{'basic_info': {'산업': '솔루션·SI·CRM·ERP', '사원수': '25명 | ', '기업구분': '중소기업', '설립일': '2016.12.21 | (11년차)', '대표자': '권영준', '대졸초임': '3,500만원', '주요사업': 'Big Data, Smart City, Smart Factory, 4차산업 전문회사', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://ppsystem.co.kr', '주소': '서울 광진구 자양로 131 (자양동, K&S빌딩) 4층'}, 'financial': {}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험'], '휴무·휴가·행사': ['주5일제', '연차제도', '경조휴가', '반차제도'], '보상·수당·지원': ['퇴직금', '경조금', '임직원 교육비', '명절선물/명절상여', '도서 구입비 지원', '임직원 학자금', '성과급'], '사내제도·성장': ['유연근무제', '자율복장'], '사내시설': ['쾌적한 업무공간', '탕비실'], '편의·여가·건강': ['저녁 식사 지원', '음료/간식 제공']}, 'location': {'address': '서울 광진구 자양로 131 (자양동, K&S빌딩) 4층', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%ed%94%bc%ed%94%bc%ec%97%90%ec%8a%a4%e3%88%9c&lat=37.5394895885936&lng=127.082927657033'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49280769
에스씨301의원	[SC301의원 삼성동/코엑스] UIUX 경력자 모십니다.	['UIUX', '개발자']	"




"	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1738138']	모집분야   UIUX 개발자   모집인원   ○명   고용형태   정규직   (수습 3개월)   ,    계약직   (근무기간 3개월, 정규직 전환 가능)   급여   회사 내규에 따름 (면접 후 결정)   근무시간   근무지주소   서울 강남구 영동대로 611 (삼성동, Chan&ChanTower) 3/4/B1F SC301성형외과   인근지하철   주5일(월~금)   09:00 ~ 18:30	경력3년↑, 대졸↑, 서울 강남구, 정규직 외	{'basic_info': {'산업': '의료(병원분류별)', '사원수': '20명 | ', '기업구분': '중소기업', '설립일': '2007 | (20년차)', '자본금': '- | ', '매출액': '28억 7천만원 | (2023.12.31)', '대표자': '신동진', '대졸초임': '6,000만원', '주요사업': '성형외과, 피부과', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://sc301.co.kr', '주소': '서울 강남구 영동대로 611 (삼성동, Chan&ChanTower) 4층'}, 'financial': {'매출액': {'current_value': '28억 7천만원'}, '영업이익': {'current_value': '3억 7,657만원'}, '당기순이익': {'current_value': '2억 6,632만원'}, '총자산 증가율': {'current_value': '11억 2천만원'}, '동종업계 순위': {'current_value': None}}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험'], '휴무·휴가·행사': ['주5일제', '연차제도'], '보상·수당·지원': ['퇴직금', '경조금', '인센티브', '장기근속 포상', '직책수당', '명절선물/명절상여'], '사내시설': ['휴식공간'], '편의·여가·건강': ['사내 동호회', '점심 식사 지원', '저녁 식사 지원']}, 'location': {'address': '서울 강남구 영동대로 611 (삼성동, Chan&ChanTower) 4층', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%ec%97%90%ec%8a%a4%ec%94%a8301%ec%9d%98%ec%9b%90&lat=37.5147330547044&lng=127.059430579639'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49276057
한국폴리텍대학바이오캠퍼스	[국비지원 무상교육] AI기반 바이오의약 및 품질관리 실무 교육생 모집	['홈페이지', '지원']	"
 

 
 




한국폴리텍대학바이오캠퍼스 이미지

 
  
 
 
 


  과정 및 인원  



과정 및 인원 정보







모집과정
인원
지원자격 및 우대사항

 


A I기반 바이오의약 제조
                                                및 품질관리 AX 실무
최대 35명


구직자(미취업) 남, 여
4년제 대학 졸업자 (졸업 예정자 포함)
이공계 관련 전공자 우대
자기소개서 제출자 (학교 양식)





 


 교육제외 대상자 : 직업훈련 3회 이상 수강자(계좌제 포함), 고용보험 가입자, 교육
                                    훈련에 부적합하다고 인정되는 자(입학전형관리 위원회 심의)
최소인원 모집시 연기 또는 취소될 수 있음








 

 전형 일정 


교육기간 : 2026년 7월 6일(월) ~ 8월 14일(금)
모집일정 : 2026년 6월 1일(월) ~ 6월 21일(일)
면접일정 : 2026년 6월 22일(월) ~ 6월 23일(화) --- 자기소개서로 대체함

합격자 발표 : 2026년 6월 24일(수)
교육생 특전 
교육 수당 지급 (단, 개인별 조건에 따라 상이할 수 있음)
수업료, 교재비, 실습비, 기숙사(2인1실) , 식비 등 무료 제공





  


 교육내용  


채용분야 정보







주차
교육내용
비고




1주차
바이오의약산업의 이해 및 전망, 생성형 AI 활용
※ 대학 사정상 교육 시간 및내용은 조정 될
                                            수 있음(이론:실습≒2:8)


2주차
미생물배양 (AI 기반 미생물 분석 실습)


3주차
AI 활용 단백질 구조 및 물성 예측, 부착 세포배양 실습 등


4주차
부유세포 배양 실습 (AI 기반 fed-batch 운전 등)


5주차
단백질 분리정제, GMP와 AI 적용, 환경모니터링 등


6주차
HPLC, 한도 및 무균시험 (미생물시험 OOS/OOT 분석 등)



 

  
 

 교육장소 : 충남 논산시 강경읍 동안로 112번길 48 한국폴리텍대학 바이오캠퍼스 

 
 

 원서접수(문의전화 : 041-746-7318)


접수방법 : 학교 홈페이지 ⇒ 입학안내 ⇒ 모집요강 ⇒ 전문기술과정 ⇒ 원서접수 바로하기
필수사항 : 자기소개서는 담당자 이메일(kaada@kopo.ac.kr)로 제출




 
                                        원서접수바로가기

 홈페이지
                                        바로가기

 자기소개서 양식



  
 

 주관 : 고용노동부 & 한국폴리텍대학 
  

 



  "	['https://file1.jobkorea.co.kr/Mng/2024/6/sh7ym1052_0603_03.png', 'https://file1.jobkorea.co.kr/Mng/2026/5/sh7ym1052.jpg', 'https://file1.jobkorea.co.kr/Mng/2024/6/sh7ym1052_0603_01.jpg']	모집분야   홈페이지 지원   모집인원   35명   고용형태   연수생/교육생   (교육기간 1개월, 2026년 7월 6일(월) ~ 8월 14일(금))   급여   회사 내규에 따름 (면접 후 결정)   근무지주소   충남 논산시 강경읍 동안로112번길 48 (채운리, 한국폴리텍대학바이오캠퍼스) 	경력무관, 대졸↑, 서울, 연수생/교육생	{'basic_info': {'산업': '제약·보건·바이오', '사원수': '- | ', '기업구분': '국내 공공기관·공기업', '설립일': '-', '자본금': '- | ', '매출액': '- | ', '대표자': '이배섭', '주요사업': '-', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': '-', '주소': '충남 논산시 강경읍 동안로112번길 48 (채운리, 한국폴리텍대학바이오캠퍼스)'}, 'financial': {}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {}, 'location': {'address': '충남 논산시 강경읍 동안로112번길 48 (채운리, 한국폴리텍대학바이오캠퍼스)'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49280733
